,w,p(w)
0,0.0,0.0078125
1,1.0,0.0078125
2,2.0,0.0078125
3,3.0,0.015625
4,4.0,0.015625
5,5.0,0.0234375
6,6.0,0.03125
7,7.0,0.0390625
8,8.0,0.0390625
9,9.0,0.046875
10,10.0,0.0546875
11,11.0,0.0546875
12,12.0,0.0625
13,13.0,0.0625
14,14.0,0.0625
15,15.0,0.0625
16,16.0,0.0625
17,17.0,0.0546875
18,18.0,0.0546875
19,19.0,0.046875
20,20.0,0.0390625
21,21.0,0.0390625
22,22.0,0.03125
23,23.0,0.0234375
24,24.0,0.015625
25,25.0,0.015625
26,26.0,0.0078125
27,27.0,0.0078125
28,28.0,0.0078125
